👎 :-1:
🌇 :sunset_over_buildings:
🏄 :surfer:
🍣 :sushi:
🚟 :suspension_railway:
😅 :sweat:
💦 :sweat_drops:
😅 :sweat_smile:
😓 :sweat:
🍠 :sweet_potato:
🏊 :swimmer:
🔣 :symbols:
💉 :syringe:
👕 :t_shirt:
🎉 :tada:
🎋 :tanabata_tree:
🍊 :tangerine:
♉ :taurus:
🚕 :taxi:
🍵 :tea:
🍵 :teacup_without_handle:
📆 :tear_off_calendar:
📞 :telephone_receiver:
☎️ :telephone:
🔭 :telescope:
📺 :television:
🎾 :tennis_racquet_and_ball:
🎾 :tennis:
⛺ :tent:
💭 :thought_balloon:
3️⃣ :three:
👎 :thumbs_down_sign:
👍 :thumbs_up_sign:
👎 :thumbsdown:
👍 :thumbsup:
🎫 :ticket:
🐯 :tiger_face:
🐅 :tiger:
🐯 :tiger:
🐅 :tiger2:
😫 :tired_face:
™️ :tm:
🚽 :toilet:
🗼 :tokyo_tower:
🍅 :tomato:
👅 :tongue:
🎩 :top_hat:
🔝 :top_with_upwards_arrow_above:
🔝 :top:
🎩 :tophat:
🚜 :tractor:
™ :trade_mark_sign:
🚥 :traffic_light:
🚆 :train:
🚋 :train:
🚆 :train2:
🚋 :tram_car:
🚊 :tram:
🚩 :triangular_flag_on_post:
📐 :triangular_ruler:
🔱 :trident_emblem:
😤 :triumph:
🚎 :trolleybus:
🏆 :trophy:
🍹 :tropical_drink:
🐠 :tropical_fish:
🚚 :truck:
🎺 :trumpet:
👕 :tshirt:
🌷 :tulip:
🐢 :turtle:
📺 :tv:
🔀 :twisted_rightwards_arrows:
💕 :two_hearts:
👬 :two_men_holding_hands:
👭 :two_women_holding_hands:
2️⃣ :two:
🈹 :u5272:
🈴 :u5408:
🈺 :u55b6:
🈯 :u6307:
🈷️ :u6708:
🈶 :u6709:
🈵 :u6e80:
🈚 :u7121:
🈸 :u7533:
🈲 :u7981:
🈳 :u7a7a:
🇬🇧 :uk:
☔ :umbrella_with_rain_drops:
☔ :umbrella:
😒 :unamused_face:
😒 :unamused:
🔞 :underage:
🔓 :unlock:
↕ :up_down_arrow:
🔺 :up_pointing_red_triangle:
🔼 :up_pointing_small_red_triangle:
🆙 :up:
⬆ :upwards_black_arrow:
🇺🇸 :us:
🇺🇸 :usa_flag:
✌️ :v:
🚦 :vertical_traffic_light:
📼 :vhs:
📳 :vibration_mode:
✌ :victory_hand:
📹 :video_camera:
🎮 :video_game:
📼 :videocassette:
🎻 :violin:
♍ :virgo:
🌋 :volcano:
🆚 :vs:
🚶 :walking:
🌘 :waning_crescent_moon_symbol:
🌘 :waning_crescent_moon:
🌖 :waning_gibbous_moon_symbol:
🌖 :waning_gibbous_moon:
⚠ :warning_sign:
⚠️ :warning:
⌚ :watch:
🐃 :water_buffalo:
🚾 :water_closet:
🌊 :water_wave:
🍉 :watermelon:
👋 :wave:
👋 :waving_hand_sign:
〰 :wavy_dash:
〰️ :wavy_dash:
🌒 :waxing_crescent_moon_symbol:
🌒 :waxing_crescent_moon:
🌔 :waxing_gibbous_moon_symbol:
🌔 :waxing_gibbous_moon:
🚾 :wc:
🙀 :weary_cat_face:
😩 :weary_face:
😩 :weary:
💒 :wedding:
🐋 :whale:
🐳 :whale:
🐋 :whale2:
♿ :wheelchair_symbol:
♿ :wheelchair:
👇 :white_down_pointing_backhand_index:
❕ :white_exclamation_mark_ornament:
💮 :white_flower:
✅ :white_heavy_check_mark:
⬜ :white_large_square:
👈 :white_left_pointing_backhand_index:
◽ :white_medium_small_square:
◻ :white_medium_square:
⭐ :white_medium_star:
❔ :white_question_mark_ornament:
👉 :white_right_pointing_backhand_index:
▫ :white_small_square:
🔳 :white_square_button:
👆 :white_up_pointing_backhand_index:
☝ :white_up_pointing_index:
🎐 :wind_chime:
🍷 :wine_glass:
😉 :wink:
😉 :winking_face:
🐺 :wolf_face:
🐺 :wolf:
👯 :woman_with_bunny_ears:
👩 :woman:
👢 :womans_boots:
👚 :womans_clothes:
👒 :womans_hat:
👡 :womans_sandal:
🚺 :womens_symbol:
🚺 :womens:
😟 :worried_face:
😟 :worried:
🎁 :wrapped_present:
🔧 :wrench:
❌ :x:
💛 :yellow_heart:
💴 :yen:
😋 :yum:
⚡ :zap:
0️⃣ :zero:
💤 :zzz:
